event,date,country,city,artist,album,track,isrc,linkid,Year,Month,Day
click,2021-08-20,France,Unknown,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b,2021,August,20
click,2021-08-20,Saudi Arabia,Riyadh,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f,2021,August,20
click,2021-08-20,France,Bethisy-Saint-Pierre,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf,2021,August,20
click,2021-08-20,Saudi Arabia,Jeddah,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,20
click,2021-08-20,Costa Rica,San José,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823,2021,August,20
click,2021-08-20,United States,Ransom,"Lil Baby, Lil Durk, Meek Mill",The Voice of the Heroes,Still Runnin (feat. Meek Mill),USUG12101604,aad12e68-538d-4867-a78a-7d65bfaf93d3,2021,August,20
click,2021-08-20,Ukraine,Drohobych,"Lil Baby, Lil Durk",Voice of the Heroes,Voice of the Heroes,USUG12101598,8c311a39-cc71-4172-b872-4be9be19e001,2021,August,20
click,2021-08-19,United States,Corpus Christi,Soldier Kidd,Like Dat (Motion),Like Dat (Motion),QZAKB2130880,275bab3b-16d4-40a7-a674-bf6c7c5f96de,2021,August,19
click,2021-08-19,Oman,Muscat,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,19
click,2021-08-19,Kuwait,Kuwait City,"Anuel AA, Chris Jedi",Los De Siempre,Los De Siempre,USUM72112424,984156c3-74f2-4777-8f19-1f9753dc7b0e,2021,August,19
click,2021-08-19,Oman,Muscat,Pop Smoke,Meet The Woo,Dior,USUM71914275,e0e33efc-c062-4fa7-97d1-2c3d14432455,2021,August,19
click,2021-08-19,France,Unknown,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f,2021,August,19
click,2021-08-19,Albania,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,Germany,Dresden,"WILLOW, Avril Lavigne, Travis Barker",lately I feel EVERYTHING,G R O W (WILLOW & Avril Lavigne feat. Travis Barker),QMJMT2103667,329834ca-c5fb-4538-ade7-4bcf6a565864,2021,August,19
click,2021-08-19,United States,Chicago,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",Long RD,,8e292646-38b7-5ec9-9451-09a3476049e9,2021,August,19
click,2021-08-19,United States,Unknown,Beth,Love Songs,I Need Your Love,TCACO1633038,d50fe37d-b227-456f-a234-eb94414f6982,2021,August,19
click,2021-08-19,Germany,Berlin,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,19
click,2021-08-21,United Arab Emirates,Abu Dhabi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,India,Indore,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820,2021,August,21
click,2021-08-21,India,Ahmedabad,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,21
click,2021-08-21,United States,Maitland,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,21
click,2021-08-21,India,Bengaluru,"Thaman S, Armaan Malik, Shreya Ghoshal",Yuvarathnaa (Kannada) (Original Motion Picture Soundtrack),Neenaade Naa,IND292000868,a82495d3-5a38-4010-894f-c64fa3b9c6ef,2021,August,21
click,2021-08-21,France,Les Mureaux,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e,2021,August,21
click,2021-08-21,Austria,Vienna,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Romania,Bucharest,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,21
click,2021-08-21,Saudi Arabia,Riyadh,Bazzi,COSMIC,Mine,USAT21704227,58802900-e783-45d7-be07-271d83efd3f8,2021,August,21
click,2021-08-21,India,Delhi,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713,2021,August,21
click,2021-08-21,India,Jaipur,"Lil Tecca, Gunna",REPEAT IT,REPEAT IT (with Gunna),USUM72113370,246b7a4c-3866-4eb2-a0bb-931c0fca7899,2021,August,21
click,2021-08-21,Denmark,Skjern,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b,2021,August,21
click,2021-08-21,India,Guwahati,Nextro,Hindi,Hindi,GBKQU1803340,c1aacced-a5f1-4213-9381-e5ef71e01148,2021,August,21
click,2021-08-21,Saudi Arabia,Makkah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Pakistan,Lahore,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Australia,Sydney,Billie Eilish,Happier Than Ever,Happier Than Ever,USUM72105936,d58a7ad8-f1f7-43c7-90fc-02906b703089,2021,August,21
click,2021-08-21,Ireland,Dublin,Leonz,Among Us (Trap Remix),Among Us - Trap Remix,QZMEN2083109,57d2ac39-9a54-4674-b273-6ad9cdbb135d,2021,August,21
click,2021-08-21,India,Chennai,"Tiësto, KAROL G",Don't Be Shy,Don't Be Shy,CYA112000981,69f88cfa-3a80-48f4-89ac-61fdc0cc43bf,2021,August,21
click,2021-08-21,Germany,Marktredwitz,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9,2021,August,21
click,2021-08-24,United Kingdom,Ballymena,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,24
click,2021-08-24,France,Dompierre-sur-Yon,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f,2021,August,24
click,2021-08-24,India,New Delhi,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823,2021,August,24
click,2021-08-24,Poland,Warsaw,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
click,2021-08-24,India,Mysore,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,24
click,2021-08-24,Iraq,Baghdad,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
click,2021-08-24,Poland,Szczucin,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494,2021,August,24
click,2021-08-24,France,Unknown,Frances Forever,space girl,space girl,QZFZ72019335,ef8ddc25-fa47-4bab-8222-638d909a70be,2021,August,24
click,2021-08-24,India,Ludhiana,Gagan Roy,Sad song hindi,Sad song hindi,QZK6M2118087,c20fd5d7-669a-4d13-bd70-6a02bafb1c61,2021,August,24
click,2021-08-24,France,Unknown,DMX,The Definition of X: Pick Of The Litter,X Gon' Give It To Ya,USDJ20201374,bbab0036-2343-4717-8ae7-595bcb79c0e7,2021,August,24
click,2021-08-19,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,19
click,2021-08-19,United States,Staten Island,Eslabon Armado,Corta Venas,Jugaste y Sufrí,,339a61ec-9379-5805-aa3b-baa2f13acb43,2021,August,19
click,2021-08-19,Canada,Winnipeg,"Dave, Stormzy",Clash (feat. Stormzy),Clash (feat. Stormzy),GBUM72103840,5d501227-1a9e-4830-ad81-e115d3879548,2021,August,19
click,2021-08-19,Romania,Brasov,Surfaces,Where the Light Is,Sunday Best,TCAEA1802695,ea6506f4-33f3-4fc1-8d5b-f0025d3e4cf2,2021,August,19
click,2021-08-19,United States,Minneapolis,YNW Melly,Pieces (feat. Queen Naija),Pieces (feat. Queen Naija),,de7e1b64-b2f3-5aaf-8c47-753bcd6a6197,2021,August,19
click,2021-08-19,India,Gurdaspur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,United States,Paterson,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534,2021,August,19
click,2021-08-19,Turkey,Gaziantep,Ozbi,Dünya'm 20:24,Dünya'm,,7d45a91e-a318-5714-8972-51abfea1b6d6,2021,August,19
click,2021-08-19,India,Bengaluru,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,19
click,2021-08-19,United Kingdom,Salford,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9,2021,August,19
click,2021-08-21,Honduras,Tegucigalpa,Jelani Aryeh,Marigold,Marigold,USA2P2106438,819ee6bc-301b-4dcb-b5ab-107234c5c884,2021,August,21
click,2021-08-21,Iraq,Baghdad,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,21
click,2021-08-21,France,Lyon,fantompower,Bootsie's View - Single,Bootsie's View,USAT22104033,75e1ede1-f70b-4c6c-8198-23c22092f3af,2021,August,21
click,2021-08-21,United States,Unknown,H.E.R.,Comfortable,Comfortable,USRC11903472,77affb7c-b1bc-46b0-8930-b6449d19891f,2021,August,21
click,2021-08-21,Netherlands,De Meern,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,United Kingdom,London,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,21
click,2021-08-21,United States,Unknown,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,La Mamá de la Mamá,uscgj2190595,e588ad9d-e5b1-4750-8b34-5040a53ac4f2,2021,August,21
click,2021-08-21,Australia,Melbourne,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3,2021,August,21
click,2021-08-21,United States,Sparta,Conan Gray,People Watching,People Watching,USUM72109491,df96edf7-98dd-4342-ad5e-78192a7d8d69,2021,August,21
click,2021-08-21,United States,Houston,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf,2021,August,21
click,2021-08-21,United States,Fortville,"Kodak Black, Rod Wave",Before I Go (feat. Rod Wave),Before I Go (feat. Rod Wave),USAT22103658,265cc981-71bd-440c-a738-118a0f8cf12c,2021,August,21
click,2021-08-21,India,Delhi,Nextro,Hindi,Hindi,GBKQU1803340,c1aacced-a5f1-4213-9381-e5ef71e01148,2021,August,21
click,2021-08-21,United States,Crosby,Ski Mask The Slump God,STOKELEY,Unbothered,USUM71820945,02f037af-0c46-4ee6-a0fa-08bc7d316fe0,2021,August,21
click,2021-08-21,Qatar,Doha,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,United States,Manahawkin,"Lil Baby, Lil Durk, Meek Mill",The Voice of the Heroes,Still Runnin (feat. Meek Mill),USUG12101604,aad12e68-538d-4867-a78a-7d65bfaf93d3,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-19,Iraq,Unknown,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,19
click,2021-08-19,Netherlands,Amsterdam,"Anuel AA, Chris Jedi",Los De Siempre,Los De Siempre,USUM72112424,984156c3-74f2-4777-8f19-1f9753dc7b0e,2021,August,19
click,2021-08-19,United States,Memphis,Kodak Black,Senseless,Senseless,USAT22104267,269a0f5b-233a-4ea9-87e5-c3218cd82a33,2021,August,19
click,2021-08-19,Saudi Arabia,Medina,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,India,Ahmedabad,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,India,Mohali,No Spirit,feels like flying - Single,feels like flying,USAT22100424,b8be9e55-c2cc-4988-8921-469abff8c891,2021,August,19
click,2021-08-19,United Arab Emirates,Al Fujairah City,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,India,Ludhiana,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e,2021,August,19
click,2021-08-19,Australia,Melbourne,fantompower,Bootsie's View - Single,Bootsie's View,USAT22104033,75e1ede1-f70b-4c6c-8198-23c22092f3af,2021,August,19
click,2021-08-19,India,Chandigarh,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713,2021,August,19
click,2021-08-20,India,Hyderabad,Billie Eilish,Happier Than Ever,Happier Than Ever,USUM72105936,d58a7ad8-f1f7-43c7-90fc-02906b703089,2021,August,20
click,2021-08-20,India,Mumbai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,France,Annemasse,fantompower,Bootsie's View - Single,Bootsie's View,USAT22104033,75e1ede1-f70b-4c6c-8198-23c22092f3af,2021,August,20
click,2021-08-20,India,Indore,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf,2021,August,20
click,2021-08-20,Sweden,Solna,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,Switzerland,Winterthur,"Tiago PZK, LIT killah",Entre Nosotros,Entre Nosotros,ARGT32100004,0c197c54-ad5d-422f-8880-6f4a98908331,2021,August,20
click,2021-08-20,Bangladesh,Chittagong,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,India,Lucknow,Myke Towers,ALMAS GEMELAS,ALMAS GEMELAS,USWL12100336,9ab2b175-85b8-432d-8e82-f3159be870ee,2021,August,20
click,2021-08-20,Iraq,Duhok,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-19,United States,Fort Hood,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,19
click,2021-08-19,France,Paris,Rae Sremmurd,SremmLife,No Type,USUM71413477,e93cefc6-8c3e-4990-aeec-8b15e09b1fe8,2021,August,19
click,2021-08-19,United States,Columbus,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-21,United Arab Emirates,Dubai,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,21
click,2021-08-21,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Saudi Arabia,Makkah,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,GBAHS2100229,5bf02874-e522-44e2-9013-edb794731c56,2021,August,21
click,2021-08-21,Sweden,Veberoed,Machine Gun Kelly,papercuts,papercuts,USUM72113154,b0b6b255-06e5-4331-8851-c7a24657fdb4,2021,August,21
click,2021-08-21,United States,Antioch,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,21
click,2021-08-21,United Arab Emirates,Abu Dhabi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Ghostemane,ANTI-ICON,Fed Up,ZZOPM2003235,6613d200-6f39-448c-ad55-bf545c541622,2021,August,21
click,2021-08-21,United States,Sewell,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,21
click,2021-08-22,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,United States,Paris,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,United Kingdom,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Catie Turner,Heartbroken and Milking It,Love on the Moon,USAT22102774,d601f481-873f-49d5-a313-3d4aed53da78,2021,August,22
click,2021-08-22,France,Caen,"K CAMP, Mooski",FLOAT,Rain On Your Skin (feat. Mooski),USUM72113173,47e069f1-044f-4f23-8098-1ed6648d89a6,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811,2021,August,22
click,2021-08-22,United States,Cincinnati,PinkPantheress,Break It Off,Break It Off,QZES52183092,4f3fd357-b2b0-4ddb-b047-8cef495611d6,2021,August,22
click,2021-08-22,Somalia,Mogadishu,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,22
click,2021-08-24,France,Le Relecq-Kerhuon,Channel Tres,Channel Tres,Topdown,QM38F1800013,cab9a7ad-ba49-44e9-85bf-8d6d817054b8,2021,August,24
click,2021-08-24,United Kingdom,Bracknell,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,24
click,2021-08-24,France,Le Teil,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,24
click,2021-08-24,France,Marignane,"Sech, Jhay Cortez",911 (Remix),911 - Remix,QM9WM2100036,b8b00717-fea0-4f50-9159-d6fdb544b81e,2021,August,24
click,2021-08-24,India,Delhi,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f,2021,August,24
click,2021-08-24,Canada,Orangeville,Rae Sremmurd,SremmLife,No Type,USUM71413477,e93cefc6-8c3e-4990-aeec-8b15e09b1fe8,2021,August,24
click,2021-08-24,Saudi Arabia,Jeddah,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,24
click,2021-08-24,Bulgaria,Sofia,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,24
click,2021-08-24,United States,Dulles,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9,2021,August,24
click,2021-08-24,Iraq,Erbil,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,24
click,2021-08-19,India,Lucknow,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9,2021,August,19
click,2021-08-19,Canada,Bradford,Soldier Kidd,Like Dat (Motion),Like Dat (Motion),QZAKB2130880,275bab3b-16d4-40a7-a674-bf6c7c5f96de,2021,August,19
click,2021-08-19,India,Raipur,Hindi Song,Nakhre Vs Guns (Remix),Nakhre Vs Guns - Remix,QZ22B3004153,28e649e0-3bc1-44c0-9660-c9e369ab9008,2021,August,19
click,2021-08-19,India,Pune,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,19
click,2021-08-19,United States,Dallas,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,19
click,2021-08-19,United States,Unknown,Meek Mill,Ima Boss (Remix Version),"Ima Boss (feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz)",,946edf11-ac09-5342-b4ab-0dbfbedeb64d,2021,August,19
click,2021-08-19,United States,Unknown,Randy Rogers Band,In My Arms Instead,In My Arms Instead,,2c32d53d-1f64-5456-819d-fe37c55d6af7,2021,August,19
click,2021-08-19,India,Hyderabad,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,19
click,2021-08-19,India,Gajanur,Coldplay,Parachutes,Yellow,GBAYE0000267,0b6a19c0-a832-4275-96b4-4de302b6cb4c,2021,August,19
click,2021-08-19,India,Hyderabad,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780,2021,August,19
click,2021-08-25,Romania,Bucharest,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
click,2021-08-25,Germany,Castrop-Rauxel,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106,2021,August,25
click,2021-08-25,India,Chennai,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,25
click,2021-08-25,Saudi Arabia,Jeddah,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,25
click,2021-08-25,Réunion,Saint-Denis,gnash,us,"i hate u, i love u (feat. olivia o'brien)",USAT21601051,1210448a-5857-4b98-86d1-5cf4bb993a08,2021,August,25
click,2021-08-25,Iraq,Erbil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,25
click,2021-08-25,United Kingdom,Unknown,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,25
click,2021-08-25,Pakistan,Karachi,Duncan Laurence,Small Town Boy,Arcade (feat. FLETCHER),NL1TK2000069,cce607e4-1ecb-4ac7-9f83-eb0ce1e1e6d9,2021,August,25
click,2021-08-25,Spain,Girona,"Sech, Jhay Cortez",911 (Remix),911 - Remix,QM9WM2100036,b8b00717-fea0-4f50-9159-d6fdb544b81e,2021,August,25
